predictor,coefficient,std_error,z_value,p_value
(Intercept),-5.991073917967459,0.2114259700031172,-28.33650907634066,1.2274257736390747e-176
category_AUTOMOTIVE,-0.3460251289323551,0.36319493746688886,-0.952725639144959,0.3407290992236848
category_BUSINESS,2.9263550880982936,1.295400171525946,2.2590355879381483,0.02388117124394924
category_CULTURE,-1.6414269022749886,1.128859149442732,-1.4540581994532167,0.14593017129896496
category_EDUCATION,-0.3111232040403049,0.5397374182295426,-0.5764343800006629,0.5643216118473328
category_ENTERTAINMENT_RECREATION,0.41056049008875317,0.26582107390624204,1.5444994035106572,0.12246739565139894
category_FACILITIES,0.0,NaN,NaN,NaN
category_FINANCE,0.8921701152754662,0.3022286760190657,2.951970431883124,0.0031575316486874647
category_FOOD_DRINK,0.004204033223511952,0.08750079998719114,0.0480456547154696,0.9616798573957204
category_GOVERNMENT,0.3300236831310442,0.20147922762007064,1.6380035154461174,0.1014209604455473
category_HEALTH_WELLNESS,-0.18419501791822712,0.19285721823575067,-0.9550849047976271,0.33953476200952926
category_LODGING,-0.07031713589048079,0.6886154164888665,-0.10211379851037314,0.9186663486399819
category_PLACE_OF_WORSHIP,0.7601276347418814,0.3355588822162213,2.265258573164766,0.02349681663224946
category_SERVICES,0.13501394103695738,0.07069532413627065,1.9098001556186046,0.05615894925980846
category_SHOPPING,0.30939046817104165,0.06963692757045471,4.442908080027193,8.875108842493812e-6
category_SPORTS,-0.03260609818300304,0.4203628949098552,-0.07756654685232213,0.9381728539225596
category_TRANSPORTATION,0.5406072455474865,0.28407885464432536,1.9030182525353456,0.05703816358954014
