predictor,coefficient,std_error,z_value,p_value
(Intercept),-7.604907096622328,0.45760952617592954,-16.61876919428158,5.096827761864056e-62
category_AUTOMOTIVE,0.11072540981841775,0.35150842584558095,0.31500072737106977,0.7527611015974525
category_BUSINESS,4.304365040769305,1.4112695559490473,3.049994965614287,0.002288452021963654
category_CULTURE,-0.6813834561551344,1.0527627781622835,-0.6472336126326258,0.5174807601931072
category_EDUCATION,0.20952868411684386,0.44565155646524607,0.4701625767421366,0.6382388689440321
category_ENTERTAINMENT_RECREATION,0.3950205920601178,0.37470374474500506,1.054221094931781,0.2917817042267381
category_FACILITIES,0.0,NaN,NaN,NaN
category_FINANCE,0.6667086685229737,0.5953078956045625,1.1199392338747673,0.2627396577395518
category_FOOD_DRINK,0.12818249935491557,0.11264102466747966,1.1379734846457132,0.255131554405034
category_GOVERNMENT,0.48411195779014093,0.18567788743708807,2.6072676960748447,0.0091267976380628
category_HEALTH_WELLNESS,-0.9309871691123425,0.6233438025657534,-1.4935372185947695,0.13529661934915033
category_LODGING,0.8413474205925503,0.6217589664252233,1.3531729593379915,0.17600038174257732
category_PLACE_OF_WORSHIP,0.7023607328627364,0.4813241392143166,1.4592260716639436,0.14450289523224896
category_SERVICES,0.20889716378438833,0.10869921612959205,1.9217908943827111,0.05463207454012956
category_SHOPPING,0.24387135968161047,0.11295883412013341,2.158940127004583,0.030854812245411416
category_SPORTS,0.21168301635732023,0.3268915518141789,0.647563435587504,0.5172673529605454
category_TRANSPORTATION,0.40168547311296643,0.4808119794113782,0.8354314998655391,0.403474800285459
