predictor,coefficient,std_error,z_value,p_value
(Intercept),-7.650505449077032,0.48216998150711154,-15.866822370741458,1.0754983009358676e-56
category_AUTOMOTIVE,-0.24993571786070728,0.5906820644281655,-0.4231307041676778,0.6721999016489808
category_BUSINESS,3.486514393292849,1.9815706213009958,1.7594701676611384,0.07849768298492951
category_CULTURE,-1.5039068152508683,1.5524638377871636,-0.9687226063793493,0.3326836102166072
category_EDUCATION,-0.13754531695258923,0.7885671659210032,-0.17442435203594084,0.861531977498604
category_FINANCE,1.9400852766176593,0.5069121216550065,3.827261558243106,0.0001295768040234099
category_FOODBEV,-1.6835538173208737,1.050822535877636,-1.602129531714684,0.10912696879620083
category_GOVERNMENT,-9.842059046713462,248.17087410032616,-0.03965839699115815,0.968365469955767
category_HEALTH,0.17063213349290518,0.07753505618558758,2.2007094840362385,0.027756596981024163
category_LODGING,-9.631068068761202,176.5921754586155,-0.05453847569264614,0.9565061550205367
category_RECREATION,0.19417613028070255,0.7694714981487972,0.25234999704063577,0.800770546183524
category_SERVICES,-0.04231721542816074,0.18021845203340853,-0.23481066977712173,0.8143556859681894
category_SHOPPING,0.4811716250274759,0.11863156371960175,4.056016880674151,4.991665343446934e-5
category_TRANSPORTATION,0.16657757047872954,0.5675662065805176,0.2934945184321823,0.7691441887761072
