predictor,coefficient,std_error,z_value,p_value
(Intercept),-8.802731851408948,0.8492170205111277,-10.365703511348313,3.551354499126667e-25
category_AUTOMOTIVE,0.43084104085615654,0.5961321401356484,0.7227274153648547,0.46984736887329515
category_BUSINESS,-9.58257223576829,5958.964833020597,-0.0016080934364082976,0.998716927627758
category_CULTURE,-12.994318966275614,1168.1318827019586,-0.011124017038400647,0.9911245015992464
category_EDUCATION,0.3684076616531301,0.8491900433356112,0.4338341747461239,0.6644088629241485
category_ENTERTAINMENT_RECREATION,0.6804665742332002,0.4743640933561314,1.434481622373421,0.15143486981966844
category_FACILITIES,0.0,NaN,NaN,NaN
category_FINANCE,-16.22808052769496,1035.0005049915694,-0.015679297207518896,0.9874902434031607
category_FOOD_DRINK,-12.78151646806425,345.6593789570172,-0.036977201390081864,0.9705031839610322
category_GOVERNMENT,0.4763827657670198,0.3088608870713755,1.5423861864935047,0.12297977629423854
category_HEALTH_WELLNESS,-0.2949699613158294,0.991655184143062,-0.2974521446895147,0.7661213383907849
category_LODGING,2.220798689539101,1.5984317544449507,1.3893609679383936,0.16472301304915268
category_PLACE_OF_WORSHIP,0.9396880245294894,0.4553153794622474,2.0638178873714144,0.03903498644104915
category_SERVICES,0.19439584446973496,0.2067853897887848,0.9400850063357725,0.3471739590493998
category_SHOPPING,0.5366190439147698,0.3921739085319737,1.3683190855901102,0.17121221924780516
category_SPORTS,0.09582065647951155,0.9131057914015047,0.10493927142049846,0.9164239969001797
category_TRANSPORTATION,-12.895838711300328,924.0580767360727,-0.01395565823833344,0.9888653571882078
