predictor,coefficient,std_error,z_value,p_value
(Intercept),-5.526055739767339,0.16538522432504527,-33.41323726058215,8.80657379291666e-245
category_AUTOMOTIVE,0.1932326822829148,0.159380137080859,1.2124012804988444,0.2253588109957707
category_BUSINESS,-10.408686669485599,264.0814475652148,-0.039414683482887146,0.9685597732799783
category_CULTURE,0.19394980566894934,0.2610692754459671,0.7429055193784789,0.45753888386891345
category_EDUCATION,0.34315751902200076,0.14672984588780372,2.3387029199525946,0.019350813940786485
category_ENTERTAINMENT_RECREATION,0.16576170443786079,0.2389110152115048,0.6938219415756705,0.4877938807137345
category_FACILITIES,0.0,NaN,NaN,NaN
category_FINANCE,0.2179346211054585,0.3236395273084129,0.6733869095593422,0.5007011744470361
category_FOOD_DRINK,0.1372019811468878,0.06120070108036835,2.241836755541658,0.024971924760020858
category_GOVERNMENT,-9.550807060550609,68.43322300192153,-0.13956389369944525,0.8890045700027378
category_HEALTH_WELLNESS,0.0745388568693794,0.04980034900611686,1.4967537046823503,0.13445735648011498
category_LODGING,0.44862104818521487,0.37963536090614947,1.1817156523944552,0.2373185455134706
category_PLACE_OF_WORSHIP,0.164380699141711,0.4526039829516892,0.36318880375221296,0.7164638507509642
category_SERVICES,0.12964163392756156,0.06114702027335861,2.1201627380696038,0.033992323600787536
category_SHOPPING,0.17201004275166903,0.05838899521411451,2.9459325703568306,0.0032198258307909004
category_SPORTS,-0.08706830820050525,0.3098254034340787,-0.28102378706021985,0.7786921552790422
category_TRANSPORTATION,0.14359875416849643,0.2611323323491441,0.5499079829628271,0.5823824885286053
