predictor,coefficient,std_error,z_value,p_value
(Intercept),-7.72124690493044,0.4906479422594376,-15.736837434544285,8.456584108318747e-56
category_AUTOMOTIVE,0.17797695049851298,0.33183627523709747,0.5363396463251289,0.5917238348740123
category_BUSINESS,-9.298953475847066,641.4364715265349,-0.014497076310171097,0.9884334117858483
category_CULTURE,-9.941594239138402,112.34417071433705,-0.08849230161142382,0.9294854027602677
category_EDUCATION,0.2638859192190092,0.3954724629365048,0.6672674938213777,0.5046012859132518
category_ENTERTAINMENT_RECREATION,0.4902962031144462,0.3533510712754745,1.3875611055731272,0.16527073196305447
category_FACILITIES,0.0,NaN,NaN,NaN
category_FINANCE,0.7794178573045273,0.6482653472944964,1.202313004323599,0.22924228039250777
category_FOOD_DRINK,0.15539597979326863,0.12318862744294087,1.2614474486717187,0.2071476822843148
category_GOVERNMENT,0.38158989294432477,0.32197935833061025,1.1851377520682742,0.23596298671677574
category_HEALTH_WELLNESS,-1.5507394560985008,1.11794383670429,-1.387135386577287,0.16540048339664226
category_LODGING,0.2065562170484251,1.031708588767662,0.2002079068617127,0.841317983584903
category_PLACE_OF_WORSHIP,0.7588955247774095,0.45286985295489113,1.6757475019053667,0.09378766110292111
category_SERVICES,0.2658626688374474,0.11308817625810529,2.350932499173559,0.018726430632662872
category_SHOPPING,0.1865175735833475,0.20152653745215865,0.9255236354548383,0.35469359511761295
category_SPORTS,0.18207258208905774,0.3504950442376404,0.5194726290212824,0.6034311951564076
category_TRANSPORTATION,0.49607764872308113,0.5160188222720823,0.9613557244652469,0.3363733381890934
