predictor,coefficient,std_error,z_value,p_value
(Intercept),-10.797733877459637,2.173818069362771,-4.967174590017492,6.793542184814674e-7
category_AUTOMOTIVE,-1.6821353810648414,2.230589233912637,-0.7541215368076701,0.450776246374585
category_BUSINESS,7.513340968040553,4.90486592599834,1.5318137297527215,0.1255684070024898
category_CULTURE,2.093471180279969,0.8069717139306745,2.5942311782935867,0.009480271804554076
category_EDUCATION,0.6524022826557152,0.6140674953897474,1.0624276444426306,0.2880415894317997
category_ENTERTAINMENT_RECREATION,-12.156684288651673,887.7213481158262,-0.013694257003567654,0.9890739052662161
category_FACILITIES,0.0,NaN,NaN,NaN
category_FINANCE,-3.228588981499457,3.143232221850108,-1.027155728124697,0.3043471409695356
category_FOOD_DRINK,-14.811288504149974,472.31445737888384,-0.03135895645952792,0.9749832730407006
category_GOVERNMENT,0.6515220329713357,0.31303381918220946,2.0813151584497023,0.03740506858261631
category_HEALTH_WELLNESS,0.134811244598737,0.4427877416790421,0.3044602004733363,0.7607773097745612
category_LODGING,-17.33224936778598,1870.255894502105,-0.009267314391969945,0.9926058587653408
category_PLACE_OF_WORSHIP,-12.641013416138499,1828.652433158755,-0.00691274798147553,0.9944844690404994
category_SERVICES,0.3256001950514045,0.5999868240378585,0.5426789089469396,0.587350898222917
category_SHOPPING,0.7498913409584381,0.19994224995751542,3.7505396739197354,0.00017645438187030267
category_SPORTS,-13.198999814640356,990.0498454953415,-0.013331651809951686,0.9893631959368496
category_TRANSPORTATION,2.1470681873007065,1.146643748868919,1.872480610842412,0.06114014188931588
