predictor,coefficient,std_error,z_value,p_value
(Intercept),-5.852676696019835,0.1926333503784411,-30.382468479740712,9.363703844851331e-203
category_AUTOMOTIVE,0.30204914239129693,0.13471708319473902,2.242099778501533,0.02495492432161899
category_BUSINESS,1.776569867517226,1.1846861372812796,1.4996122699589043,0.13371486747270273
category_CULTURE,-0.7129051193802058,0.6868152941067992,-1.0379866690466413,0.2992762614938521
category_EDUCATION,0.29529134874845514,0.1629349592506329,1.8123265265266155,0.06993575814361848
category_ENTERTAINMENT_RECREATION,0.7338085390263287,0.14744053747338134,4.976979544440478,6.458414386077527e-7
category_FACILITIES,0.0,NaN,NaN,NaN
category_FINANCE,0.6296137403646428,0.27541500013652465,2.28605464499951,0.022251061901159
category_FOOD_DRINK,-0.05887219608153556,0.09652045601333747,-0.6099452749518758,0.5418980596497043
category_GOVERNMENT,0.2547547286295281,0.23907297001046698,1.065594026034706,0.28660720088856895
category_HEALTH_WELLNESS,0.03595141902593049,0.0647674669164636,0.5550845314407657,0.5788368426709648
category_LODGING,-1.2165310142239278,0.9874917196633085,-1.231940470993227,0.2179713219977078
category_PLACE_OF_WORSHIP,0.23721339307896627,0.46917955555397883,0.505591921623437,0.613143153844327
category_SERVICES,0.2167856206168732,0.05267497390937042,4.115533516729639,3.862848570450199e-5
category_SHOPPING,0.14827742093265392,0.0660032133920095,2.2465182119542795,0.024670834350442962
category_SPORTS,-0.09233528695442485,0.2825983501570587,-0.32673682243052016,0.7438669471747454
category_TRANSPORTATION,0.27973173489849884,0.23828457907220263,1.1739397320115177,0.24041916651676348
