predictor,coefficient,std_error,z_value,p_value
(Intercept),-7.674539176003226,0.493849202240852,-15.540248199612007,1.8526453120237516e-54
category_AUTOMOTIVE,-0.06549667359037407,0.6282063479921012,-0.10425980857996298,0.9169631721420112
category_BUSINESS,2.769144712897183,2.5819216642243923,1.0725130631447846,0.28348964973876256
category_CULTURE,-2.381251854012904,2.540070452130223,-0.9374747271343887,0.34851441790364496
category_EDUCATION,-0.27560073813153624,0.9080179840285544,-0.30351903043681283,0.7614943468810271
category_ENTERTAINMENT_RECREATION,0.5052603334619874,0.8767710643539746,0.5762739602204767,0.5644300207905533
category_FACILITIES,0.0,NaN,NaN,NaN
category_FINANCE,1.9121347645781845,0.5178540430636489,3.6924202682012583,0.00022212999219789012
category_FOOD_DRINK,-2.13123179690763,1.1830705282099472,-1.8014410350770083,0.07163339325824097
category_GOVERNMENT,0.23931269633661273,0.6299612497178158,0.37988478885615623,0.704030939149568
category_HEALTH_WELLNESS,0.17798061453725286,0.08176773542920503,2.1766606792155754,0.029505894146802082
category_LODGING,-12.334690024776645,396.87849685340746,-0.03107926008229323,0.9752063297354155
category_PLACE_OF_WORSHIP,-10.261394639473277,377.2826798751918,-0.02719815985951921,0.9783016833839104
category_SERVICES,-0.02683097391428287,0.17687082641912744,-0.1516981316675822,0.8794250308318773
category_SHOPPING,0.5787046617295533,0.11901809899537641,4.862324861633311,1.160150143952577e-6
category_SPORTS,-10.425604801046914,213.03000519525554,-0.04893960731724709,0.9609674245884386
category_TRANSPORTATION,0.5345001562680076,0.6400533281229124,0.8350869103915746,0.40366877609417506
