model,term,coefficient,std_error,z_value,p_value
high_larceny_top25,PC_6,-2.3304727750395657,325.88750601917064,-0.007151157169254821,0.9942942507339168
high_larceny_top25,PC_7,-0.9757153474779846,260.0278421712195,-0.0037523495150781168,0.9970060652810149
high_larceny_top25,PC_8,0.4626381217511465,161.7819465259861,0.0028596399764347974,0.9977183405230756
high_larceny_top25,PC_9,-0.9606611493140298,157.95448348135736,-0.006081885921442757,0.9951473870385571
high_larceny_top25,PC_10,0.8132003408851687,117.37973173321454,0.006927945130539604,0.9944723437602436
high_burglary_jenks,(Intercept),-8.433304298521982,0.5774131046958991,-14.605321960892233,2.5975226345622387e-48
high_burglary_jenks,place_density,-0.06394994143490988,2.623671973116933,-0.024374213731809275,0.9805541166747281
high_burglary_jenks,PC_1,-3.163841586664109,300.0118739033355,-0.010545721225965561,0.9915858878102655
high_burglary_jenks,PC_2,-3.9299210498201322,494.4605002050531,-0.007947896845532437,0.9936585625799441
high_burglary_jenks,PC_3,3.5274626436175947,544.4044231383523,0.006479489316568507,0.9948301516874121
high_burglary_jenks,PC_4,6.650498995006464,677.9784242950018,0.009809307725274602,0.992173430329414
high_burglary_jenks,PC_5,-2.4080015843680074,412.1889149705624,-0.005841985305548504,0.995338796633821
high_burglary_jenks,PC_6,-2.3147581069653067,541.1876783854282,-0.0042771818343520385,0.9965873130560715
high_burglary_jenks,PC_7,-0.9839257528163158,431.79654782882596,-0.0022786790625439796,0.9981818787303671
high_burglary_jenks,PC_8,0.4678370910724581,268.7751644227879,0.0017406261924429237,0.9986111819362229
high_burglary_jenks,PC_9,-0.9473416543888507,263.29311193501223,-0.003598049517613966,0.9971291780351509
high_burglary_jenks,PC_10,0.8084067834700261,195.05067408627343,0.004144598767766665,0.9966930980999733
high_drugs_top25,(Intercept),-6.75838494584441,0.2501451260422072,-27.017855805449766,9.118261989510206e-161
high_drugs_top25,place_density,-0.06131769082241153,0.9764909125780377,-0.06279391854300666,0.9499306086133805
high_drugs_top25,PC_1,-3.021527971252344,109.99205872221934,-0.02747041928620588,0.9780845329300837
high_drugs_top25,PC_2,-3.776819494859934,193.4266040170454,-0.01952585330261554,0.9844216130195341
high_drugs_top25,PC_3,3.3731461401005727,203.00363459223203,0.016616185946010872,0.9867428118234399
high_drugs_top25,PC_4,6.3233024028167515,256.13995709246484,0.02468690349836391,0.9803047013925911
high_drugs_top25,PC_5,-2.2799893452489606,155.70443831787418,-0.014643059439283998,0.9883169464637808
high_drugs_top25,PC_6,-2.1826026494788535,202.09451738523995,-0.01079991024852147,0.9913830858650003
high_drugs_top25,PC_7,-0.9425961457683728,161.5609387786424,-0.00583430718398982,0.995344922784066
high_drugs_top25,PC_8,0.45216746704449023,102.09736544833723,0.0044287868257804714,0.9964663509202152
high_drugs_top25,PC_9,-0.8833408101017856,102.25524705308683,-0.008638586630602832,0.993107490826179
high_drugs_top25,PC_10,0.7614978277787642,73.4438313056049,0.010368438223356277,0.9917273314470761
high_burglary_top25,(Intercept),-8.145549836280459,0.5000726044695678,-16.288734402718436,1.1865940520259466e-59
high_burglary_top25,place_density,-0.05709740281977259,1.5446601747474493,-0.03696437815463713,0.9705134084326199
high_burglary_top25,PC_1,-2.8910447425283694,174.08875722407046,-0.016606728594238236,0.9867503566573709
high_burglary_top25,PC_2,-3.40891523408856,265.71791622474325,-0.012829075594606545,0.9897641594324055
high_burglary_top25,PC_3,3.2546882020589667,321.36821961539016,0.01012759819858398,0.9919194838936307
high_burglary_top25,PC_4,6.01510086445842,385.9227739297133,0.015586281170216527,0.9875644503951462
high_burglary_top25,PC_5,-2.137830642018597,249.09466854847963,-0.008582402242794392,0.9931523178199824
high_burglary_top25,PC_6,-2.1806940724000357,314.0493607437816,-0.006943794017715462,0.9944596984820225
high_burglary_top25,PC_7,-1.0067337734036568,253.23656558995023,-0.003975467646460647,0.9968280440980332
high_burglary_top25,PC_8,0.4497614620029876,161.27096655182416,0.002788855747686348,0.9977748179410876
high_burglary_top25,PC_9,-0.8695487438472456,158.1019518417129,-0.005499924154749289,0.9956117175549971
high_burglary_top25,PC_10,0.7420824141282503,115.77640189320178,0.006409617175810888,0.9948859004320436
high_larceny_jenks,(Intercept),-5.946002329614603,0.16688457314420224,-35.629430675277334,4.907384852692007e-278
high_larceny_jenks,place_density,-0.05934797505182704,0.5825659629251316,-0.10187339945820717,0.9188571642478232
high_larceny_jenks,PC_1,-2.951704784349485,65.49759001934109,-0.04506585331579165,0.9640548188627989
