place_type,PC_1,PC_2,PC_3,PC_4,PC_5,PC_6,PC_7,PC_8,PC_9,PC_10
dentist,-0.9454284855558542,-0.1327081559850387,0.07141980539126912,0.02878089402764056,-0.1489670088248398,0.1037608926798564,0.027407387798727787,0.036458647886815326,0.022079876378907872,-0.06782399529585065
pizza_restaurant,-0.9371390866464507,0.015315475491339303,0.1590545639003302,0.003911405048074107,-0.026266400835578112,-0.11436874214180592,-0.049864778091064633,-0.01596280602425449,-0.03448335051825753,0.07560920602693713
restaurant,-0.9911002283021807,0.001241066999566388,0.020049233189177992,-0.03962170489460071,-0.02073189806324163,0.038237103921994926,0.015872602327448464,-0.008629266733693434,-0.020711675108799434,0.04630419973348063
medical_lab,-0.7774846104972594,-0.21475657615995247,-0.27487646842281405,-0.06235990697706661,-0.23041873996631523,0.0614878476851731,0.04507501852430004,0.028937534286600126,-0.11680008837667182,0.09590066252879229
yoga_studio,-0.7057407507992123,0.3721403495431388,0.10309626189030266,0.051380770751926715,-0.027183177766796386,0.07750454384885841,0.25728993517667015,0.11299546007534626,0.10870315262028624,-0.18721542189684265
fitness_center,-0.8271497049935906,0.29285103442812765,0.01695723291359516,0.02704773383831509,-0.12019614984880049,0.027736522334620706,0.15205204122091998,-0.055210707522524535,0.026739004059182264,-0.279497187342843
sports_complex,-0.9112647573412144,0.18492860800625072,0.05272998854865584,-0.06245933052769461,-0.03250966813089943,0.10638200428542093,0.06379286483531892,0.01432108761914993,0.006852215643186643,-0.16158537336735845
finance,-0.9652668467456024,-0.014514743791996123,0.0742978067136474,-0.09745072530889363,0.12130387743489125,0.028959807595930986,-0.05388897680393278,0.013631618798060354,-0.011107147801980494,0.03900692285532731
chiropractor,-0.8012974569082045,-0.3149300022939412,0.21991468366998193,0.11669590044232205,0.0242086259324769,0.05847736697720387,0.06041156463978572,0.1437126963210099,-0.10121427623884578,0.02239573827379426
auto_parts_store,-0.9221455096820654,0.11599016643974334,-0.17342190787668257,0.15011976682000627,0.048657702358629255,-0.022903092920216514,-0.023602551070416266,-0.0064925922147266455,0.02200448324015038,0.13278796589968425
apartment_building,-0.9539897662524461,-0.0517313603419956,-0.0030139906802292954,-0.037880095243417525,-0.0677289390598626,-0.008868945821826764,0.012684871847299937,0.02518489743987688,-0.06696410155644414,-0.08449514241792726
cemetery,-0.8392211456688379,0.40746469643305755,0.20920938709326792,0.13533292496008065,-0.09424530411675093,0.07833303871304803,0.010195324401075595,-0.10011837915880274,-0.03607166685377263,0.005816223425032343
primary_school,-0.9253887645513849,0.061220112925473115,-0.15674739748299235,-0.12498198486049371,-0.15924177258485522,0.1436407970395363,0.015894348470184682,0.05710647156471961,0.07579380252901383,0.012740817315645796
local_government_office,-0.9040004916860682,-0.11494038747293138,-0.12530471060780193,-0.0784826612918452,-0.12839493280319045,-0.05314048504695328,-0.017276734082673426,0.03334068016490855,0.07080545694078383,0.029149025423711075
government_office,-0.9357323388799839,-0.14130364112817334,-0.17330119994617732,-0.0763814498637592,-0.10927668408630907,0.07982793662149501,-0.025233975149435105,-0.021311547612487054,0.025808230103441254,0.055442790298648605
child_care_agency,-0.983921391073156,0.0009195849563463775,0.055063013881547565,-0.05220483967877748,0.01311853521942534,-0.00560333927443478,0.0025371865244812842,0.0692183763919052,0.053835917775263864,0.06257802890058678
roofing_contractor,-0.671293368039682,-0.4708261650008917,8.742954398780427e-5,-0.03206500917922717,0.3274172421926991,-0.2372278931533412,0.011882380355156765,0.0514357613294521,0.09784475533891616,0.08187398388707075
food,-0.920896184595322,-0.04043949414105431,-0.24320080661054552,0.11726532468331512,-0.10600291325831172,-0.03835312384741481,-0.04553570715648844,0.04498053922598216,0.016148001702656723,0.03733175652495381
university,-0.6506814583984148,-0.6280357602832918,0.11730184532567109,0.11210685842745086,-0.08344860742632644,-0.21642061608970334,0.1735115035263218,0.04919902290531909,0.12020985407273695,0.009339387951264402
home_goods_store,-0.9177987953190577,-0.09360301613285106,-0.021412191463954695,0.03942128235711061,0.25478940787988125,-0.07107154425342559,-0.17568696421634356,-0.011441613553612989,0.05049957175802273,-0.0030883829816068784
corporate_office,-0.8389745417324045,-0.04608964891259308,-0.1442240539891672,0.4030321528706578,-0.023731099318318148,-0.12648917124871145,-0.1080789918150543,0.039032813480555324,-0.0633938054493871,0.05201869323291343
athletic_field,-0.8941991545094503,0.13641988433702198,-0.09612969767920987,-0.04424827061205766,-0.0873725549061535,0.021283514050097697,0.07364190012968629,-0.05029064626426093,-0.05417290677375169,-0.023474892152289133
post_office,-0.7997887328983992,0.032659573736686445,-0.05575508106482287,-0.07243959448800616,0.09421113062377262,0.4098865350662861,-0.031196007498802813,-0.0360814522006002,0.06859998991945723,-0.00841790049274416
playground,-0.916763494566276,0.00943364000432284,-0.09121028137018594,-0.15511062503177625,0.07658699122160717,0.05727500731295837,0.08999979948760756,-0.06944193483416687,-0.0030942699767016204,-0.026572784259491652
atm,-0.9682350799157092,0.03087984205454188,-0.08532291473747922,-0.08403097679089341,0.05969706293313234,0.0964655965849823,-0.034444601354996655,-0.008752331847476157,0.03978883806250162,-0.036732568814717564
mexican_restaurant,-0.9151864967298475,-0.006407222413885156,0.1611960004258876,0.11065656212454068,-0.000302564552357496,0.15795338251678617,-0.00603988187567251,-0.09113398634886652,-0.012206679988110923,0.05300294974305243
meal_delivery,-0.968701639861551,-0.06715001737344233,-0.01596909625217518,-0.06972327185372354,-0.08048110782411855,-0.029642946584246724,0.0018227598618487963,-0.010904009969386551,-0.011368290952095388,-0.01391282957597267
food_delivery,-0.9761749379926229,0.026349152240924587,-0.021830737044977407,-0.07375852980206603,-0.10208454285537266,-0.01958669308998422,-0.017547557130738075,-0.01637728844173524,0.0023128604508835253,0.009830159623776626
tourist_attraction,-0.9285240652457014,0.01769072594816011,-0.003912670110069828,0.1654415005755572,0.10647404942872442,-0.030662411479266665,-0.006285439706427724,-0.10226075122158547,-0.025821006701520755,0.004124399095798147
storage,-0.6237793191263461,0.12474653878969226,-0.6134265489065376,0.396413892467811,0.07509158570875307,-0.02841171428581711,0.022443452973802902,-0.06000712116287437,-0.0023905947059697746,0.04691564217505419
liquor_store,-0.9299078991397951,-0.12968736688888569,-0.015084532075561808,-0.024498486751420183,-0.07745716438213752,0.08895225633493602,-0.042372865562866374,0.03662302531170356,0.007863923332167793,-0.019684762399120172
wholesaler,-0.3828535675150694,0.015338197154451788,-0.6677757863673437,0.5503222677216403,0.11013588941858068,-0.24280309887578128,-0.0372574564513726,-0.048612492878389445,-0.0038719327832169416,0.01910674113620776
lawyer,-0.8350252144995668,-0.1660547876112877,0.025551826455964283,-0.03937000245747762,0.20783321691343176,0.32190490501903796,0.16952484234279402,-0.08076595245241724,0.07546060738473583,-0.10499676026236475
tailor,-0.7344630726998206,0.2855849755963414,-0.12487131856468253,-0.0338284274075138,-0.13946816591401467,-0.07535723758652266,-0.21172487975296408,-0.12522127548588377,0.10251155306424077,-0.08817054141115269
wildlife_park,-0.012544777274775482,0.0026880862524555106,0.019228666758608053,0.018729912543348316,-0.07641324268000281,-0.007601206427095726,0.08145107850646818,0.15659687779450915,0.12633612495943644,-0.046786546669487665
zoo,-0.062423479970726524,-0.04734931664189592,-0.04403115571427203,-0.20007528090638646,0.13584248811430827,-0.08826740577676967,0.20803486971656732,0.3154563168216492,-0.4299038526622935,0.0832686543443874
fire_station,-0.7213749852621184,-0.01966497128592837,-0.10505691994980522,-0.015711251865684995,-0.06972393399442159,0.01755668725654649,0.021782570653969675,-0.013700090799910481,-0.06227182226901267,0.4164684408599778
hospital,-0.8120456910106001,-0.27192946930005485,-0.03478885059043881,-0.13807933371316464,0.08344785120584643,-0.09249915335370996,0.13662259529122114,0.2246717923195106,-0.09600401473901972,0.04791158712247582
meal_takeaway,-0.9348132775201923,0.013909331588801078,-0.005884138830566462,-0.16512995688787827,-0.030665094988757625,-0.032075266736860425,0.11703920592211162,-0.07783058893608369,0.03140541643701636,0.03398720399033074
florist,-0.730658178472928,-0.40396211661102344,-0.02432819788306558,-0.01915303076628394,0.09022718701215272,0.05297436106175352,-0.18654955610981708,0.08941189032861255,0.07174696190005354,0.14874688245917161
community_center,-0.8632600482388594,-0.06382457927273817,-0.10781207326570173,-0.006908277765635907,-0.028378851040835963,0.18229498683970904,0.03235194746689928,0.07020327969030053,-0.1521899362245923,0.03446535153776002
shoe_store,-0.5949509764425888,0.020804463372627736,-0.02532663292911419,-0.3649737972017444,0.33293726374667654,-0.1836216009309128,-0.06451612688124998,-0.3968538266836894,-0.04224085387929445,-0.09439266691062427
electronics_store,-0.9102540197367429,0.008117622870066803,-0.03805106387051093,-0.08604877542451227,0.1423684443820905,0.14182959959985816,-0.04053112705766804,-0.034122241041095784,0.11357382841360904,-0.0026459047289165193
library,-0.8483433498091857,-0.3580047830541735,-0.016843548322463965,-0.07992926211765972,-0.06287391564308906,-0.11024039961452338,-0.08626729850164193,0.15688914787571276,0.08900152679435851,-0.009940609886907942
fast_food_restaurant,-0.9654096930474418,0.04343951117687516,0.09238209677931955,-0.04778832807347232,0.007587985482694999,0.02062325819469508,-0.02687191045744509,-0.05191795631783273,-0.07959188701189165,0.08035468099407127
bakery,-0.9593771633937496,-0.12100286473901063,-0.002326706684789538,0.0949984265308368,-0.09617096837382466,-0.04128126500782079,-0.0075403106358458176,0.028885741155157726,0.007472288661756831,0.03088853299440252
preschool,-0.9455433751167728,0.1068758597828338,-0.02133960336484341,0.03720695058368846,-0.0473580727311198,0.007430749424640324,0.0216181065898695,0.10054431798622328,0.07765585247079865,-0.10342294922955125
cell_phone_store,-0.898297709027086,0.08607716292336046,0.02566855701318221,-0.23192803062862516,0.2005525134521559,-0.003604616426782492,-0.04925243067450716,0.015506574119642732,0.09428496933714421,-0.008090159325950948
telecommunications_service_provider,-0.8856069163501105,0.17120512049809508,0.044484733657367125,-0.13715555791278464,0.1826437377765635,-0.08098750902555614,-0.06936955386934855,0.059426316020245326,0.06884673901146643,0.020177742421811314
coffee_shop,-0.9546783456636795,-0.1399225364804808,-0.0677323450140918,-0.007333010029176491,-0.01414760104980961,0.042831896341032516,-0.04522221070196164,-0.012191538233635972,0.038345335867469715,-0.013278962607240138
bagel_shop,-0.913954379844927,-0.07806733396327105,0.10085754810043923,0.0038301604893479606,-0.09010918082871039,-0.1141861410921582,-0.029393447367257904,-0.01196955731856113,0.11062625649834143,0.04461931289777398
donut_shop,-0.9056528980792372,-0.14869101580601826,0.08064328119386883,-0.015848836185219754,-0.12153276406479656,-0.10282832885901844,-0.041924617527954976,-0.00439304333434637,0.10958437971801803,0.028243360189559537
breakfast_restaurant,-0.9391924797447764,-0.11030690268133368,-0.07070847077366366,-0.08109767471432211,-0.04560397217796043,0.005612885948161296,-0.07505964256399199,0.002031910651115752,0.07332982454770187,-0.0008887687266134393
cafe,-0.9543388173671118,-0.11337884731147281,-0.03429921698329982,0.0005604954303281267,-0.020790962411797013,0.011391920620784658,0.009873167772660422,-0.02743623059112244,0.031143945849302967,-0.06162320132416775
jewelry_store,-0.9492310461746897,-0.018507844562477876,0.11567129072008189,0.02608035803607389,0.0384355582981342,-0.09220552208532198,-0.020624279800065207,-0.13002015110037912,-0.04429142822094403,-0.00012773667281692214
clothing_store,-0.9347533693462337,-0.048395552923807095,-0.035157854151268965,-0.11375725010788143,0.13447664800007933,-0.0990723709073029,-0.16179127659336207,-0.13111339838254568,-0.009734468570202479,-0.05525749748081146
courier_service,-0.9064127390643364,0.024867010374537327,-0.005410860328544537,0.008683158178455042,0.17478473441988648,-0.019061009271649706,-0.1562189642444684,-0.05407476529962714,-0.04070664776670452,-0.043583791160720045
chinese_restaurant,-0.8981911079708715,-0.1756746874603938,-0.053042741787506516,-0.09565827016900363,-0.055616255625406986,0.09535164165808906,0.13463467771423307,0.04871953049370079,-0.0319348182823894,0.08162273120195408
public_bathroom,-0.8002978119493245,-0.2327827417303909,-0.26259507370394547,-0.16869371488741206,0.054072589124854735,0.1861068792413336,-0.036574389908369406,-0.024017516131686577,0.009290966059822532,-0.02216185656215044
department_store,-0.648419919785213,0.04415587378319372,-0.08978297150043288,-0.34839336714736646,-0.08440497906439882,-0.16605778192408166,-0.08743545974916138,-0.3925451006396986,0.020620584620986017,0.04080409053258413
furniture_store,-0.8357514893937266,-0.1794278686230556,-0.059609072275863276,0.06553511603825128,0.31388659607015523,-0.07172871413462373,-0.24509399360266745,-0.007183086894153644,0.11032222845058688,-0.06378724651323023
home_improvement_store,-0.8451577153088581,-0.16470211057532616,-0.05345295883005471,0.07637313420842459,0.3001763169641089,-0.09353084927874847,-0.20695360327328055,-0.012408656677436214,0.12975866468782085,-0.039523107131914065
farm,-0.886180713942104,-0.1512129824207939,0.007059429318378772,0.035561188283242104,-0.0344200136598599,0.14031075729504042,-0.022769144912713233,-0.11675873000254103,-0.04454871261656175,0.08665537996526235
dessert_shop,-0.9519874063798163,0.10351266286248169,0.0074168146476154915,0.08417744340577353,-0.11779957718754225,-0.11469371493039197,0.041713374237015266,0.08130696123162603,0.028146789805926668,-0.03743332223597868
confectionery,-0.9509062945742461,0.1094944169347264,0.011809230636720652,0.10195970959885586,-0.06822814164045345,-0.1283884836875806,-0.02165188405172918,0.0747984115944037,0.008486376691001794,-0.04661216996350492
pharmacy,-0.868182093221903,-0.29944420135283306,-0.008905967031147348,-0.07274057252331294,-0.19728875801417242,0.0385897442428592,-0.03681479748607688,0.04189635951765582,-0.01217443012647212,-0.0016844430959391074
american_restaurant,-0.9029303936338718,0.19171673302965755,-0.17823308466015203,-0.13827128959394894,-0.098828985243822,0.027245055142862504,0.0020967679817023408,-0.10761721002420059,-0.02455727977995001,0.10896555124392432
catering_service,-0.9085058702305887,0.1768358056599586,-0.020998653424124804,-0.11401178651227666,-0.18223508016208423,-0.011081847393510902,-0.033630199214906266,-0.02337670345836701,0.007375366289895427,0.06494094360949065
bar,-0.9442122113942469,0.22766306868326458,0.012682639054655718,0.09131869097320423,-0.0851299359172932,0.07384371615966953,-0.0015333905175540308,0.000558927237316081,-0.06022457038697511,0.05005532887129792
gift_shop,-0.7680695586511409,-0.21241583459858404,-0.041259010016076056,-0.2196278739088342,0.01593569866877827,-0.1411545900536578,-0.16676615093981698,-0.020304211727355984,-0.07808517930120337,-0.1200351288501294
bank,-0.8398333601704491,0.12454232115389834,0.014066856003010716,-0.0844180257304492,0.28973122120126593,0.12369275712569475,-0.19259333654514932,-0.015420215092804184,-0.08602253476484374,-0.07836899805677669
historical_landmark,-0.8695030057726388,0.40399552143072553,0.14266826358827134,0.15268860148708788,-0.03719947338849958,0.034782443724949215,-0.03557677603483866,0.021620884140785893,-0.09787877255662875,0.038414934924303444
historical_place,-0.8721215040559933,0.4014417074646839,0.11965963657625693,0.1647560784456143,-0.023915352669067486,0.04507396152251617,-0.027779513897115807,0.017437399315140895,-0.09473157402204439,0.0353863128727754
moving_company,-0.6378500449098234,0.09875311390319137,-0.6137149597169285,0.3677071198309944,0.06607614302378438,-0.08212617252825972,-0.001396014347336278,-0.061885683666751026,-0.02814131848773261,0.018337630464838123
market,-0.8968577795656079,-0.02885917124060296,-0.21914160363164845,0.2872102106879248,-0.04934039859994187,-0.06166183551755136,0.013412803970481621,0.0086004693973352,-0.01755279756282253,-0.03780990010897321
parking,-0.8193004227623332,-0.36100175861879763,-0.17405471749300458,-0.267497528741465,0.05686265626551471,0.12251548792481091,0.019512005688481857,-0.0215949486676941,-0.0433232201382498,0.014252317152926094
car_rental,-0.9155264733705124,-0.002244512375921569,0.03315258662856782,0.08951320979133058,-0.0063565224795432244,-0.02316829976550881,-0.024101564745513403,0.02946193947330978,0.012534384785241378,0.048420201030769175
makeup_artist,-0.6150010521923296,-0.19236920433696691,0.13084751382428242,-0.12237003447108602,0.12634027741950968,-0.22504176782688964,-0.13812377931891281,0.2182559224024705,-0.009963747955299283,-0.2204040668502341
beautician,-0.6238270818043747,-0.21027142432783802,-0.12466846093689084,-0.25014305403057724,-0.017909007764497248,-0.037291541361742626,0.03928391658567523,0.05588675101191764,0.0365234773172732,-0.021437330569679693
motel,-0.8624115658663356,0.26502452835720625,0.21231796033813682,0.17711766476558463,-0.06753445527857302,0.17065406614408535,0.019047367262831086,0.01653914101309481,0.00603147209037988,0.039954962935648486
drugstore,-0.8368091758028892,0.2106157021479508,0.022052630117225625,-0.07614268227689945,-0.15631824534810465,0.12254707713222456,0.0656041848938764,-0.17694067092397467,-0.08516318241989705,-0.17233603888737228
hardware_store,-0.900755715393047,-0.0987845618139621,0.04753575072704083,0.13098754693591663,0.12569391225779128,0.020073329910238802,0.08256471141981443,0.08408567782528457,-0.06164635116449795,0.10170329560364103
swimming_pool,-0.42764490957908774,0.20721727585152352,-0.2729675058143648,0.28524634059521864,0.07739404834186507,0.10530149172482016,0.17420572665974393,0.02990478799518955,-0.028295440463229016,-0.3445198513306264
plaza,-0.3756692712195193,-0.5273034105804263,-0.39333007522196006,0.4225423331950944,0.3040411652325806,0.24528070478792122,0.17914778193657538,-0.09850773768198391,0.046675194737334925,-0.0587702064896373
insurance_agency,-0.7931950134503297,-0.4885799383069618,0.05580461546531979,-0.12870916047536743,0.15984422585819966,0.05292667714243193,0.10330222553763894,-0.0024918562750770247,0.08553266818675374,0.005504352207724555
apartment_complex,-0.8016443907865428,-0.26770920199612136,-0.05913784887010854,0.12864063962357555,-0.140294372696284,-0.2065088872223286,-0.03478996268197757,-0.061544468902306526,0.11102719175799326,0.029597733361942585
sports_coaching,-0.5401657709927052,0.11723711104461779,-0.24302489079476777,-0.2840866447755089,0.056130338908791017,-0.25966557599715256,-0.24126047297151199,-0.3872988486395356,0.05608265070966819,-0.0831162297391655
condominium_complex,-0.8852246439181883,0.21440838805387727,0.004183075932790752,-0.05593853945097016,0.0560808245451577,-0.020478685900304522,-0.1002527610172238,-0.024145212417057013,-0.03210008173263647,0.050133372320589675
spa,-0.8662488832738249,-0.25585796629175644,0.034680785432803604,-0.09696091575985974,0.010055509008491743,-0.03806889615850918,0.11116659656821923,-0.03259324828139748,-0.03860389394032475,-0.14878259578148784
seafood_restaurant,-0.6668111585164482,-0.42739534281717645,-0.10599037166128501,-0.3079893883790342,-0.10145320165035317,-0.15124728508514376,0.10813359235377537,-0.07767229607570876,-0.28344917404577097,0.09752259323077675
car_dealer,-0.8854270911621804,0.34602581066837446,0.04952324883456649,0.1980071829789612,-0.035992028806658805,0.07931941416814939,-0.02454213573431611,0.008479378843081099,-0.04238864771434679,0.05384438927365874
hotel,-0.9037002377121673,0.09248772122585913,0.12032375553895357,0.07170625039063361,-0.039794295795051324,0.20949175219007424,0.12291145543643227,0.00384590616376353,0.08241424366714391,0.006569697951842936
electric_vehicle_charging_station,-0.7849739383781805,0.41996120415325777,0.11137233800858051,0.0420008747378822,-0.046326938819049306,-0.14450179667713026,-0.005447926574545076,-0.10530189851389107,-0.03484042531003371,-0.06632953082704168
ice_cream_shop,-0.8972005014512803,0.2341068473792494,-0.0049870465216737,-0.003663580758584293,-0.24866598508566803,-0.036547806053373155,0.04345567336843707,0.0918478352438294,0.0570448417268952,0.016529737120297046
visitor_center,-0.5101094693557305,0.15582628395174092,0.0632975432993915,-0.28726236052701304,0.3700057354494187,-0.47523518262797904,0.1446273688536624,0.12694682817440867,-0.00850889636242019,-0.00022236443075287886
