variance_threshold,n_components,variance_explained,mean_component_variance,max_component_variance
0.9,10,0.78673752643744,0.07867375264374402,0.5433853959469601
0.95,10,0.78673752643744,0.07867375264374402,0.5433853959469601
0.99,10,0.78673752643744,0.07867375264374402,0.5433853959469601
