street_id,crime_VIOLENCE,crime_LARCENY,crime_BURGLARY,crime_DRUGS,SPORTS,SHOPPING,OTHER,TRANSPORTATION,AUTOMOTIVE,SERVICES,FOOD_DRINK,ENTERTAINMENT_RECREATION,HEALTH_WELLNESS,LODGING,PLACE_OF_WORSHIP,EDUCATION,GOVERNMENT,BUSINESS,FINANCE,FACILITIES,CULTURE,total_crime,total_places,crime_place_ratio,street_length_meters,place_density,interact_SHOPPING_x_FOOD_DRINK,PC_1,PC_2,PC_3,PC_4,PC_5,PC_6,PC_7,PC_8,PC_9,PC_10
16642,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,25.310923988578605,0.0,0.0014370090063795995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99023,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5.0,97.187662241295,0.0,0.0014370090063795995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19152,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16.0,79.07848015613669,0.0,0.0014370090063795995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82722,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4.0,100.61888072625266,0.0,0.0014370090063795995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
537,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9.0,89.69619794959932,0.0,0.0014370090063795995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,5.477611094345522,0.0,0.0014370090063795995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
592,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2.0,36.77582401433159,0.0,0.0014370090063795995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
683,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5.0,34.323374915325225,0.0,0.0014370090063795995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19730,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2.0,145.33749352653552,0.0,0.0014370090063795995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80057,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3.0,76.10473116882339,0.0,0.0014370090063795995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16777,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9.0,228.22639878562333,0.0,0.0014370090063795995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
522,6,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15.0,90.29842804639527,0.0,0.0014370090063795995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89935,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,11.51778901101719,0.0,0.0014370090063795995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172195,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7.0,126.50981228608623,0.0,0.0014370090063795995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,47.14934813378127,0.0,0.0014370090063795995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3.0,40.9847288219871,0.0,0.0014370090063795995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82148,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4.0,144.38273267538796,0.0,0.0014370090063795995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19838,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2.0,86.14272617082139,0.0,0.0014370090063795995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19181,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8.0,78.47263525212496,0.0,0.0014370090063795995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82135,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3.0,145.30897000721717,0.0,0.0014370090063795995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26915,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14.0,153.0821793943877,0.0,0.0014370090063795995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183608,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10.0,224.6839261608624,0.0,0.0014370090063795995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26976,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8.0,118.67253984898,0.0,0.0014370090063795995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1324,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4.0,42.11577674557011,0.0,0.0014370090063795995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19162,5,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16.0,79.15826482072012,0.0,0.0014370090063795995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3465,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6.0,217.01972555159855,0.0,0.0014370090063795995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3627,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,78.58556454665809,0.0,0.0014370090063795995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2192,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6.0,86.01901793978178,0.0,0.0014370090063795995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21755,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10.0,229.13446709959794,0.0,0.0014370090063795995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3420,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4.0,80.23625754213673,0.0,0.0014370090063795995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82473,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,86.4362598293415,0.0,0.0014370090063795995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16748,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8.0,134.40654183978725,0.0,0.0014370090063795995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23391,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8.0,272.75038065535097,0.0,0.0014370090063795995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19655,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7.0,73.06276305994149,0.0,0.0014370090063795995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83025,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11.0,63.20560474393657,0.0,0.0014370090063795995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
